title,artist,songid,streams,region,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Shining One,BE:FIRST,7DTKSwO1kTAJDu9Q5U73UZ,396430,jp,0.716,0.737,7,-5.671,0,0.0851,0.115,0.0,0.138,0.573,144.986,244107,4
Shivers,Ed Sheeran,75MNhvTCCKsST3YqqUiU9r,383544,jp,0.788,0.859,2,-2.724,1,0.0856,0.281,0.0,0.0424,0.822,141.02,207853,4
白日,King Gnu,172fMG26G2OoEzzg0wn26r,366691,jp,0.599,0.891,1,-3.242,1,0.116,0.562,0.0,0.322,0.694,93.029,276373,4
ピーターパン,優里,0Ic9yiyHCoRCSvPoqTagat,356485,jp,0.629,0.91,11,-3.463,0,0.0507,0.0357,0.0,0.11,0.426,111.965,214587,4
Boy With Luv (feat. Halsey),BTS,5KawlOMHjWeUjQtnuRs22c,351605,jp,0.645,0.862,11,-4.757,0,0.0965,0.0923,0.0,0.192,0.798,119.991,229773,4
Ordinary days,milet,6D5E8pz4YKYrjY9BqROTox,350336,jp,0.681,0.603,6,-5.963,1,0.0304,0.157,0.0,0.126,0.261,98.951,271453,4
LALISA,LISA,7uQZVznj0uQOGC9KhV2Mg6,349527,jp,0.806,0.653,8,-6.283,1,0.0902,0.0282,0.000784,0.107,0.85,150.058,200690,4
Walking with you,Novelbright,7tGDXCPLpAScEwmqab9YZd,344196,jp,0.422,0.969,7,-0.824,1,0.0591,0.00585,0.0,0.533,0.496,92.524,223187,4
Bad Habits,Ed Sheeran,6PQ88X9TkUIAUIZJHW2upE,343089,jp,0.808,0.897,11,-3.712,0,0.0348,0.0469,3.14e-05,0.364,0.591,126.026,231041,4
青と夏,Mrs. GREEN APPLE,5BC6kr6etk2Y9J62AyI4i3,343031,jp,0.31,0.891,4,-1.66,1,0.0469,0.00157,0.0,0.284,0.748,184.886,270027,4
怪獣の花唄,Vaundy,4W29WmnGN1FlufURaBt8yw,340517,jp,0.425,0.939,2,-3.498,1,0.054,0.00361,0.0,0.331,0.638,150.015,224806,4
紅蓮華,LiSA,0qMip0B2D4ePEjBJvAtYre,339769,jp,0.541,0.977,4,-2.828,0,0.157,0.00321,5.13e-05,0.0796,0.263,134.938,237587,4
Life Goes On,BTS,249gnXrbfmV8NG6jTEMSwD,336033,jp,0.566,0.716,1,-5.733,1,0.0424,0.00691,0.0,0.37,0.45,81.068,207481,4
猫 〜THE FIRST TAKE ver.〜,DISH//,25BJRpLBe3i6d8okphoRAm,325005,jp,0.635,0.578,8,-6.749,1,0.132,0.539,0.0,0.115,0.584,77.065,273893,4
恋人ごっこ,Macaroni Empitsu,2SihT7AVMiI2VtaAyVIcnO,320496,jp,0.438,0.646,1,-5.301,1,0.0361,0.124,0.0,0.0603,0.745,102.033,200219,4
ily…,HIRAIDAI,6amRvd3cJjQXJUnfjNboLU,319184,jp,0.678,0.343,1,-6.559,1,0.0292,0.286,0.0,0.0836,0.574,92.019,192165,4
Nijiiro no Sensou,SEKAI NO OWARI,5lkk7V7MbxxVbJ93qUO81D,318222,jp,0.479,0.872,11,-5.11,0,0.0538,0.000833,2.1e-06,0.0784,0.544,170.037,337133,4
不思議,Gen Hoshino,6NKn02oJDkUkRa9IHbMe3n,311578,jp,0.753,0.574,3,-4.57,1,0.0483,0.0512,3.71e-06,0.141,0.527,89.024,290000,4
snow jam,"Rin音, RhymeTube",6uUtmCz8XXep7n1QmC1jJG,310601,jp,0.583,0.627,1,-5.842,1,0.201,0.185,0.0,0.159,0.805,172.016,185379,4
Lemon,Kenshi Yonezu,04TshWXkhV1qkqHzf31Hn6,309710,jp,0.525,0.646,11,-4.963,1,0.0268,0.304,0.0,0.297,0.373,86.957,255827,4
マリーゴールド,Aimyon,2cKiHG16JBiqHdi7Llq0r7,307208,jp,0.545,0.745,2,-3.098,1,0.0286,0.0452,0.0,0.0907,0.413,106.094,306627,4
たぶん,YOASOBI,398dL22bDbKbAmiOnPaq7o,306582,jp,0.748,0.661,5,-6.702,1,0.0334,0.157,0.00102,0.101,0.743,90.003,256773,4
Stay Gold,BTS,3Ys2PYl1wyPKQIwyqhP9cQ,299951,jp,0.723,0.634,1,-5.415,1,0.0542,0.0892,0.0,0.0787,0.582,129.017,243267,4
優しい彗星,YOASOBI,19fhOFi6pNGeZe5uiFlm7c,289767,jp,0.715,0.722,5,-4.62,1,0.0348,0.197,0.0,0.114,0.522,89.995,215333,4
燃えよ,Fujii Kaze,7nWkch2lxmVbHOgKabM8qd,289645,jp,0.621,0.87,0,-6.157,1,0.0436,0.00165,2.04e-05,0.346,0.822,137.994,279617,4
シル・ヴ・プレジデント,P丸様｡,0nW1Aes1arNyR1fzEKXS2m,286864,jp,0.647,0.9,1,-2.383,1,0.113,0.0237,0.0225,0.314,0.746,175.926,190493,4
あの夢をなぞって,YOASOBI,5ptl2PXkiSth54HCuGO7vN,285759,jp,0.534,0.794,8,-3.738,1,0.0402,0.334,0.00093,0.159,0.711,179.976,240747,4
Answer,幾田りら,5hVAQTNarrb3lmWqg9Ens4,284590,jp,0.622,0.475,0,-6.199,1,0.036,0.512,0.0,0.127,0.388,79.954,246000,4
Butter (feat. Megan Thee Stallion),BTS,3JR0ducCexKbeK47g6AHm5,281540,jp,0.739,0.588,8,-4.971,1,0.136,0.00308,0.0,0.109,0.774,109.958,164457,4
Make you happy,NiziU,1LnJVIG1BaHTRznuOgR0yc,279538,jp,0.78,0.885,7,-3.745,1,0.122,0.0436,2.8e-05,0.105,0.808,160.087,184521,4
世界の秘密,Vaundy,2T7ZvJAtL7xK04ww5rbmvo,276476,jp,0.683,0.53,6,-6.749,0,0.0614,0.142,0.0,0.0978,0.823,159.969,221250,4
ただ君に晴れ,ヨルシカ,3wJHCry960drNlAUGrJLmz,273191,jp,0.679,0.834,5,-3.223,1,0.032,0.343,5.74e-06,0.119,0.962,139.996,198971,4
INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,5Z9KJZvQzH6PFmb8SNkxuk,272330,jp,0.741,0.691,10,-7.395,0,0.0672,0.0221,0.0,0.0476,0.892,150.087,212353,4
Shape of You,Ed Sheeran,7qiZfU4dY1lWllzX7mPBI3,271555,jp,0.825,0.652,1,-3.183,0,0.0802,0.581,0.0,0.0931,0.931,95.977,233713,4
Take a picture,NiziU,0iEzzJ3zmNQqATy2MilumS,269920,jp,0.736,0.871,1,-4.139,1,0.0577,0.0504,0.000831,0.313,0.739,127.945,181347,4
LOCO,ITZY,59c0HrzmHfyQs6LgDw5cHe,268007,jp,0.759,0.886,1,-3.067,1,0.187,0.0103,2.04e-05,0.342,0.489,102.065,191462,4
高嶺の花子さん,back number,2jdbZGFp8KVTuk0YxDNL4l,267967,jp,0.54,0.923,9,-2.838,1,0.0623,0.066,0.0,0.124,0.343,137.977,294813,4
HAPPY BIRTHDAY,back number,4FMz2RFrbDGzJO7K4D0vS3,265770,jp,0.482,0.602,11,-4.365,1,0.0303,0.0702,0.0,0.0677,0.535,145.988,258333,4
インフェルノ,Mrs. GREEN APPLE,2vOAHp8PBBFYqvQUWSoITY,265765,jp,0.533,0.918,4,-2.095,1,0.0616,0.00894,0.0,0.643,0.662,92.504,211600,4
桜が降る夜は,Aimyon,1iEsGutpDvMJG0zYqoKKmQ,265206,jp,0.641,0.957,5,-2.574,1,0.0455,0.384,1.05e-06,0.218,0.71,106.995,274800,4
黄色,back number,1MwOfRqCALxvx9keUhGCdV,265168,jp,0.352,0.791,4,-3.27,0,0.0797,0.251,0.0,0.307,0.511,169.638,297997,4
ワタリドリ,[Alexandros],0ve9Tpz8Yw0I4eXhWsy21o,263572,jp,0.508,0.964,9,-4.077,1,0.0831,0.00141,0.0,0.197,0.609,134.982,248707,4
CHILDAYS,BLOOM VASE,1g1AXdio16Yh5SXgPBXcfq,260310,jp,0.679,0.814,2,-2.459,1,0.0462,0.349,0.0,0.132,0.922,79.002,190735,4
花束のかわりにメロディーを,Shota Shimizu,2028QNsVTmp5IF7UK4ZnaE,255706,jp,0.42,0.483,8,-5.345,1,0.0291,0.0784,1.05e-05,0.276,0.277,129.808,309440,4
10月無口な君を忘れる,あたらよ,006u4CXVO2cusq08RrMElQ,251028,jp,0.262,0.47,5,-4.663,1,0.0433,0.0429,0.0,0.236,0.307,75.096,332286,4
僕のこと,Mrs. GREEN APPLE,0tnhoHUrHfcLi9hPknUFZ4,250109,jp,0.439,0.708,7,-3.825,1,0.0528,0.0129,0.0,0.147,0.454,160.027,321307,4
春泥棒,ヨルシカ,1rr2DJOxV0sHXeUXCAz1yf,246822,jp,0.762,0.595,5,-6.777,1,0.0445,0.103,4.71e-05,0.115,0.858,125.047,290289,4
THATS WHAT I WANT,Lil Nas X,0e8nrvls4Qqv5Rfa2UhqmO,245148,jp,0.737,0.846,1,-4.51,0,0.22,0.00614,0.0,0.0486,0.546,87.981,143901,4
イージーゲーム,"natsumi, 和ぬか",096qZRdXPOyvb5OP8NI7pw,244598,jp,0.605,0.909,1,-2.483,0,0.13,0.227,0.0,0.0497,0.901,165.953,183930,4
グッバイ宣言,Chinozo,2gbVuqze7bpndIy1q9rFvv,243883,jp,0.542,0.743,9,-11.51,0,0.0781,0.0324,0.0,0.267,0.916,169.916,172791,3
まちがいさがし,Masaki Suda,55Ww4Pa1iIQMhh0MLMetjo,242217,jp,0.534,0.642,2,-5.568,1,0.0372,0.523,0.0,0.39,0.443,155.921,223640,4
のびしろ,Creepy Nuts,3bbIIVIwBoLqVcLebiEJFo,240037,jp,0.669,0.928,11,-2.926,0,0.0699,0.252,0.0,0.0686,0.963,174.004,236840,4
ブルーベリー・ナイツ,Macaroni Empitsu,2UdvMWk0Z83lMJPbawy2Sm,240030,jp,0.66,0.865,5,-3.642,1,0.0277,0.278,0.0,0.0931,0.772,106.008,244869,4
ノーダウト,Official HIGE DANdism,5DMEvbg3gUmiR5HIBWdveV,238759,jp,0.574,0.936,2,-3.185,1,0.0701,0.0585,0.0,0.336,0.792,149.954,202395,4
Renegades,ONE OK ROCK,3RpFwqdROrxJvHywpT1pJ4,233639,jp,0.534,0.842,5,-4.279,0,0.0567,0.00108,0.000321,0.117,0.342,153.946,244538,4
Lights,BTS,3TDUktzfYXMWjkWqwoT5F1,233125,jp,0.608,0.644,5,-5.588,1,0.0314,0.156,0.0,0.124,0.431,99.005,292853,4
One Last Kiss,Hikaru Utada,5RhWszHMSKzb7KiXk4Ae0M,231391,jp,0.592,0.54,8,-11.249,0,0.0587,0.692,0.00187,0.0965,0.354,111.955,252027,4
Bushido,"Good Gas, JP THE WAVY",52HrZG4pwtYxTUuu6qlTWf,228123,jp,0.8,0.746,11,-2.523,1,0.0727,0.253,0.000136,0.0809,0.281,158.985,193208,4
Shukumei,Official HIGE DANdism,0XaHPBAzPAC5ubwcRBqc1p,227909,jp,0.547,0.577,5,-6.087,1,0.0336,0.0152,0.0,0.109,0.494,164.032,280856,4
DNA,BTS,5SE57ljOIUJ1ybL9U6CuBH,227426,jp,0.598,0.775,1,-4.035,0,0.0545,0.022,0.0,0.0677,0.687,129.819,223123,4
分かってないよ,WurtS,5wosJVYKzl3g7XElM98m23,226198,jp,0.429,0.919,2,-4.087,1,0.0681,0.000219,0.000143,0.347,0.527,149.971,209038,4
Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,4iJyoBOLtHqaGxP12qzhQI,224751,jp,0.677,0.696,0,-6.181,1,0.119,0.321,0.0,0.42,0.464,90.03,198082,4
Universe,Official HIGE DANdism,0RuLz62h4YPNXqdO20Fmf6,223082,jp,0.503,0.895,1,-5.706,1,0.154,0.0774,6.15e-06,0.165,0.596,185.976,285813,4
花束,back number,3QIAwtEEDOrv0g5NKCGrXZ,221785,jp,0.519,0.713,2,-3.612,1,0.0324,0.0178,0.0,0.353,0.505,159.963,286053,4
Euphoria,BTS,3p6hnejEQYXkiTO1lAzVc0,220169,jp,0.637,0.799,2,-4.519,1,0.0338,0.394,0.0,0.0921,0.562,104.995,228615,4
Levitating (feat. DaBaby),Dua Lipa,5nujrmhLynf4yMoMtj8AQF,218448,jp,0.702,0.825,6,-3.787,0,0.0601,0.00883,0.0,0.0674,0.915,102.977,203064,4
ヴァンパイア,DECO*27,0m9QPTZzjtqCWY9Jg8poHc,218437,jp,0.555,0.955,1,-4.073,0,0.048,0.0096,0.0,0.329,0.955,164.028,178235,4
Wherever you are,ONE OK ROCK,7a7EIFzJLd7lcDRgThMQgm,218344,jp,0.379,0.69,4,-4.79,1,0.0549,0.0286,0.0,0.335,0.288,173.716,295600,4
アカリ,GReeeeN,7I8CmmrqsTgCjHPeSkkkIY,215565,jp,0.58,0.793,1,-7.383,1,0.135,0.118,0.0,0.157,0.567,170.045,177307,4
Yesterday,Official HIGE DANdism,1kMlcLyljkrShV0LSdSGBz,209445,jp,0.541,0.8,6,-3.687,1,0.0382,0.0442,0.0,0.398,0.56,129.939,299164,4
正しくなれない,ZUTOMAYO,2FHexlZenTsS3lsjUYHiDx,208796,jp,0.648,0.679,5,-3.959,1,0.0361,0.036,5.46e-06,0.127,0.484,118.67,240067,4
愛を知るまでは,Aimyon,5gh0y6ZmuppQvoPbAGkeE2,208214,jp,0.564,0.634,11,-4.13,1,0.0279,0.0531,3.1e-06,0.128,0.683,110.073,276253,4
会いたくて,Ado,2N8p4NIVVVpe74sz2Fp4yA,207669,jp,0.483,0.836,5,-2.114,1,0.0446,0.0906,0.0,0.363,0.375,159.922,294543,4
Laughter,Official HIGE DANdism,75fYFVXHzzwfc5yzFWlIlZ,205506,jp,0.412,0.765,4,-6.166,1,0.0336,0.00663,0.0,0.15,0.395,159.918,352920,4
Our Style,"WILYWNKA, Brasstracks",2r31qQymHkEhfXlaBewBNb,204566,jp,0.65,0.687,9,-4.455,1,0.112,0.175,2.09e-05,0.0344,0.806,92.05,242486,4
How You Like That,BLACKPINK,4SFknyjLcyTLJFPKD2m96o,202776,jp,0.812,0.761,11,-5.222,1,0.0812,0.0465,0.000135,0.0601,0.344,130.032,182956,4
キセキ,GReeeeN,7ztdl6cnbJgHRdMkKldkts,202196,jp,0.641,0.618,0,-4.269,1,0.0259,0.0932,0.0,0.155,0.338,90.032,271160,4
君はロックを聴かない,Aimyon,59eluCMn0XbOWqeWQ91FTM,201633,jp,0.524,0.687,7,-4.039,1,0.0267,0.00135,0.0,0.169,0.619,99.919,246307,4
東京フラッシュ,Vaundy,0jPZf5231RdBUMLFG1HqXi,200438,jp,0.628,0.634,2,-5.508,1,0.0322,0.00255,7.24e-06,0.0456,0.606,97.99,258859,4
HANABI,Mr.Children,0AU7xhipAm9Saq0k8A9Iua,200335,jp,0.638,0.766,1,-5.541,1,0.0268,0.157,0.0,0.124,0.595,112.005,342773,4
Midnight,大森元貴,1bI0Y0i234LFlO15koZMsI,198497,jp,0.638,0.75,1,-4.882,0,0.0554,0.0175,0.0,0.374,0.772,119.874,230271,4
チェリー,SPITZ,1ihCiJaXRl4f6Sy4LJov5z,197974,jp,0.646,0.805,0,-3.422,1,0.0292,0.227,1.95e-05,0.0901,0.748,97.201,259933,4
ぎゅっと。,もさを。,6nqfKM9JvQIiuAuzWZFvGW,197774,jp,0.773,0.363,4,-7.304,1,0.0383,0.814,0.0,0.103,0.774,119.994,269747,4
Perfect World,TWICE,0iuZMy88H6vxDA2oaJNhJg,197747,jp,0.684,0.877,3,-2.322,0,0.0611,0.0477,0.0,0.344,0.599,134.98,182680,4
LITMUS,Ryokuoushoku Shakai,4SKkKCv06oN15DHpyKUnJk,197347,jp,0.655,0.805,7,-4.405,1,0.0534,0.104,0.0,0.134,0.5,95.992,254053,4
クリスマスソング,back number,5P8ZvBQoCrujjNcLAxO3Su,196234,jp,0.404,0.705,4,-3.324,1,0.0315,0.128,0.0,0.123,0.42,154.02,340080,4
I CAN'T STOP ME,TWICE,3apeXzypBMnUfYcZYNX6DH,196173,jp,0.657,0.88,10,-3.672,0,0.102,0.121,0.0,0.463,0.769,150.084,205493,4
死神,Kenshi Yonezu,3tw4Jysd48kMcKsdnGYLee,195864,jp,0.807,0.653,2,-6.308,1,0.0443,0.0349,9.08e-06,0.111,0.939,119.019,180760,4
カイト,ARASHI,5lo3L98nR2VpN2dM9UFJu0,195787,jp,0.469,0.477,1,-6.458,1,0.0305,0.666,0.0,0.734,0.558,177.882,283400,4
HADASHi NO STEP,LiSA,2chbq2OYbQeg5uDmr0bNhj,195223,jp,0.638,0.922,4,-2.903,0,0.0594,0.112,0.0,0.32,0.647,131.997,222127,4
名前を呼ぶよ,SUPER BEAVER,5iTyiE1jAfmjorzFLc4Frg,194142,jp,0.354,0.98,11,-2.557,1,0.211,0.00894,0.0,0.353,0.519,176.081,277360,4
Step and a step,NiziU,5DgAgJbHcm74RyA9YKj6k1,193820,jp,0.844,0.851,0,-3.762,1,0.0494,0.184,8.53e-05,0.0754,0.541,116.038,201720,4
香水,Eito,786dSB84yrSaICJwCT7VxP,193643,jp,0.85,0.34,3,-7.37,1,0.042,0.824,0.0,0.0882,0.774,121.759,255227,4
カタコト,sloppy dim,3ck6DbwKM4maTik8s7j3s4,193335,jp,0.859,0.629,4,-6.613,1,0.0695,0.591,0.00474,0.165,0.909,135.02,158889,4
ハルノヒ,Aimyon,1oNeSCt0CMekCyyLo06kFs,193188,jp,0.592,0.672,9,-2.447,1,0.0294,0.261,0.0,0.109,0.523,106.948,326867,4
オールドファッション,back number,0Xn30nT5EKFPsWvpiJ2Iav,192540,jp,0.386,0.806,6,-3.647,1,0.0499,0.0788,0.0,0.104,0.394,175.953,254440,4
GOOD and BAD,HENTAI SHINSHI CLUB,4MSCgvCx2X24vwBQM9fmGV,192181,jp,0.728,0.803,5,-4.699,0,0.0341,0.0833,0.0,0.211,0.826,89.983,175156,4
奏(かなで),Sukima Switch,5RbMlPFL4gVyEHW2lEOuzG,190411,jp,0.519,0.666,10,-6.163,1,0.0262,0.553,0.000169,0.0948,0.461,149.839,328627,4
TEENAGE VIBE,"kZm, Tohji",0X5j6Fw8077d74Q1WtyiqF,190180,jp,0.539,0.941,11,-4.645,0,0.29,0.0747,0.0,0.052,0.539,179.042,157582,4
キンモクセイ,オレンジスパイニクラブ,2yXTuH22VMVjFME060zJRv,189357,jp,0.544,0.761,5,-3.936,1,0.0362,0.092,0.0,0.18,0.322,105.035,231933,4
第六感,Reol,22sQUmLhT8umlEhQzDrzfJ,189116,jp,0.675,0.959,7,-1.754,1,0.0835,0.00893,8.48e-05,0.325,0.835,134.017,191625,4
WAVEBODY,"JP THE WAVY, OZworld, LEX",2N2qxWPU60swo6fm1SnOgr,188358,jp,0.884,0.749,1,-6.019,1,0.133,0.0523,5.28e-05,0.139,0.859,87.479,184507,4
Heat Waves,Glass Animals,02MWAaffLxlfxAUY7c5dvx,187889,jp,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,238805,4
旅路,Fujii Kaze,1EM9pvygHqQm03as6sxLg9,187327,jp,0.59,0.556,9,-7.124,1,0.07,0.0711,3.24e-06,0.08,0.749,171.936,277333,4
Your eyes tell,BTS,3TZ7NHkMT82AhwuYsd00Hz,186636,jp,0.449,0.491,9,-6.433,0,0.029,0.279,0.0,0.0654,0.258,139.923,245147,4
さよならエレジー,Masaki Suda,3oYD2O31b05fILFpv0AXRI,186182,jp,0.466,0.934,1,-2.736,1,0.0539,0.00331,0.0,0.277,0.615,154.961,257067,4
good 4 u,Olivia Rodrigo,4ZtFanR9U6ndgddUvNcjcG,185800,jp,0.563,0.664,9,-5.044,1,0.154,0.335,0.0,0.0849,0.688,166.928,178147,4
Feel Special,TWICE,14rWuS6yllHOdfZ8sZsZUj,185366,jp,0.709,0.959,1,-1.339,1,0.0603,0.0296,0.00188,0.107,0.644,128.983,206868,4
Myra,Tani Yuuki,5wc4f6crkCzAvwNhoEeMhh,184294,jp,0.683,0.318,0,-13.335,1,0.0349,0.71,9.05e-05,0.167,0.587,144.027,255000,4
いつか,Saucy Dog,0v3iUTe5rskRsxbUhboRlT,184081,jp,0.603,0.509,7,-4.535,1,0.0263,0.0941,0.0,0.201,0.445,79.989,274872,4
小さな恋のうた,MONGOL800,23atyJacJVHvB9RHBNhr35,184078,jp,0.403,0.778,11,-4.856,1,0.0395,0.00203,0.0,0.227,0.628,115.581,222640,4
IDOL,BTS,2AIWoHr9DF6y4KALCBKWQS,183704,jp,0.734,0.855,9,-3.211,1,0.118,0.00481,0.0,0.123,0.422,126.035,222732,4
Poppin' Shakin',NiziU,0jfFu1W96AlrsMqXSZZlSt,181726,jp,0.781,0.865,4,-5.218,1,0.0798,0.0921,0.0169,0.0879,0.746,123.986,192754,4
Beggin',Måneskin,3Wrjm47oTz2sjIgck11l5e,181191,jp,0.714,0.8,11,-4.808,0,0.0504,0.127,0.0,0.359,0.589,134.002,211560,4
silent,SEKAI NO OWARI,7LsVUX6kePVHSohmWmAwaO,180823,jp,0.508,0.621,0,-5.319,1,0.0341,0.461,0.0,0.139,0.401,87.96,310373,4
アイネクライネ,Kenshi Yonezu,45YBVp6zMwQZRbUDcPzmMB,180770,jp,0.471,0.868,1,-2.291,1,0.0295,0.0384,0.0,0.297,0.811,173.969,288013,4
Love Song,Uru,2aAuO61alPO20xyePFHjdf,180147,jp,0.575,0.583,9,-4.72,1,0.0309,0.569,0.0,0.0894,0.39,137.766,286413,4
愛唄,GReeeeN,7iXHLtPosbHvglVSJ4rxLq,180089,jp,0.505,0.791,8,-3.729,1,0.0308,0.0839,0.0,0.187,0.425,169.964,236253,4
瞬き,back number,7hIfpcdUZcyCKHYy8gp49E,179863,jp,0.329,0.811,3,-3.276,1,0.063,0.00634,0.0,0.306,0.395,119.961,325040,3
ハッピーエンド,back number,4GqO80eGXA542oTvlYv4LS,179734,jp,0.378,0.654,6,-3.327,0,0.0359,0.0379,1.93e-06,0.141,0.334,77.907,314280,4
全力少年,Sukima Switch,3Ztjw8utVpcrzms1RrsJvR,178914,jp,0.639,0.79,2,-4.156,1,0.0263,0.25,0.0,0.299,0.733,133.948,272747,4
花に亡霊,ヨルシカ,3FUqp10RhCmMjyyB9extmo,178695,jp,0.646,0.45,4,-6.628,1,0.0482,0.573,0.0,0.0768,0.413,90.01,241227,4
ハレンチ,CHANMINA,0e1k2ptLJEtnlM4Fy8QVo6,178634,jp,0.713,0.869,11,-6.002,0,0.0519,0.0469,1.33e-06,0.383,0.56,120.021,198709,4
ロマンチシズム,Mrs. GREEN APPLE,0JcI7OdALbpSFkyKoufRYs,178399,jp,0.598,0.878,10,-3.144,1,0.0634,0.0038,0.0,0.0468,0.901,125.529,213613,4
MONTERO (Call Me By Your Name),Lil Nas X,1SC5rEoYDGUK4NfG82494W,178343,jp,0.593,0.503,8,-6.725,0,0.22,0.293,0.0,0.405,0.71,178.781,137704,4
FAKE LOVE,BTS,3aW0ds4A4tSQDIp75FqWTo,178271,jp,0.557,0.719,2,-4.515,0,0.0372,0.00267,0.0,0.306,0.344,77.501,242334,4
ON,BTS,3cbLHmmEPvTgHKvl53WYiy,178065,jp,0.583,0.817,9,-5.146,0,0.099,0.118,0.0,0.338,0.437,105.935,246381,4
恋唄,Shota Shimizu,3nmMpo6n2NcX6rU0TiQRXf,177533,jp,0.615,0.507,8,-8.076,1,0.0275,0.335,0.000462,0.0826,0.435,140.028,300893,4
別の人の彼女になったよ,wacci,666wLEFj1AtTNBEcErygLz,177383,jp,0.528,0.617,2,-5.07,1,0.0263,0.0299,0.0,0.334,0.497,72.023,304813,4
春愁,Mrs. GREEN APPLE,5SHguvOUbyPTINNjCvRo8K,177366,jp,0.724,0.444,10,-4.903,1,0.0412,0.0121,0.0,0.123,0.739,129.962,183800,4
Alcohol-Free,TWICE,3iPbmpKBMflYd7UjdYftoj,176936,jp,0.688,0.909,8,-1.992,1,0.0624,0.0474,1.35e-06,0.0674,0.702,97.097,210573,4
ヒロイン,back number,3hBAYbAECEix9raaTq8S3H,176110,jp,0.431,0.598,7,-3.733,1,0.0296,0.209,0.0,0.218,0.356,76.18,269787,4
ラベンダー,the shes gone,0e7VdEYqUYUJ3MlJBnwKR8,175685,jp,0.602,0.557,6,-4.872,1,0.0256,0.0854,0.0,0.247,0.582,86.011,310067,4
君に叱られた,Nogizaka46,2ddPABR2Qfj7lq9v6QVTVn,175304,jp,0.662,0.926,5,-2.175,1,0.048,0.0457,0.0,0.313,0.84,132.957,264453,4
My Resort,¥ellow Bucks,7p21ty59l7gtfhDX7rifLa,174555,jp,0.824,0.752,9,-4.496,1,0.035,0.0314,3.93e-06,0.122,0.739,117.991,132813,4
Love so sweet,ARASHI,5I6JLJqnZICLvPebTj2YCm,173864,jp,0.584,0.849,0,-3.983,1,0.0403,0.1,0.0,0.304,0.707,139.032,289846,4
うたかた歌,"RADWIMPS, Masaki Suda",6kXO7IRJUSVSzbUEhXdqJs,173709,jp,0.608,0.412,7,-5.655,1,0.0261,0.04,0.0,0.255,0.275,129.835,350626,4
